Wall time,Step,Value
1626493314.5614913,0,1.1011947393417358
1626493347.801324,1,0.41347140073776245
1626493379.3938034,2,0.27438533306121826
1626493410.9155688,3,0.2246754765510559
1626493442.1639035,4,0.21485818922519684
1626493472.560153,5,0.1801871508359909
1626493503.0914648,6,0.1594163328409195
1626493533.6931384,7,0.1403312236070633
1626493564.1449027,8,0.12874570488929749
1626493594.7100368,9,0.12288668751716614
1626493626.0066364,10,0.11776860803365707
